,기업코드,회차,등록일,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금(결손금),자본총계
134,530121,제 23 기,20190201,110146928835 ,43229288583 ,153376217418 ,76954239822 ,418304500 ,77372544322 ,10149753500 ,11255512278 ,76003673096 
135,260392,제 49 기,20180330,175143328414 ,45595241496 ,220738569910 ,132400142861 ,7765017774 ,140165160635 ,35364185500 ,42169466302 ,80573409275 
136,129642,제 43 기,20180402,141386444205 ,166472913600 ,307859357805 ,94193717228 ,44782842409 ,138976559637 ,10735725000 ,156317647492 ,168882798168 
137,132868,제 42 기,20180330,41026659790 ,116731589723 ,157758249513 ,40791403826 ,22036262283 ,62827666109 ,28428930000 ,43876007996 ,94930583404 
138,111874,제 50 기,20180402,235833938112 ,131176286137 ,367010224249 ,90539529056 ,32238824827 ,122778353883 ,10018800000 ,235417157462 ,244231870366 
139,107598,제 54 기,20180921,472542039513 ,546560093646 ,1024257068246 ,124718740511 ,13004500500 ,137723241011 ,4433310000 ,,886533827235 
140,356370,제 17 기,20180402,950324051984 ,2534839588065 ,3485163640049 ,849774781690 ,275645318887 ,1125420100577 ,88589470000 ,2243399809065 ,2359743539472 
141,328191,제 18 기,20180402,17335185169 ,28953217175 ,46288402344 ,7612318520 ,30426661469 ,38038979989 ,3770457000 ,-51581195767 ,8249422355 
142,117212,제 81 기,20180330,980974192542 ,2969055186294 ,3950029378836 ,1319119682612 ,431150948434 ,1750270631046 ,134845735000 ,1731752950996 ,2199758747790 
143,359580,제 21 기,20180402,2962341168 ,275818921008 ,278781262176 ,71294437419 ,42848307656 ,114142745075 ,5173878000 ,127665602510 ,164638517101 
144,270113,제 20 기,20180330,7990450871 ,15680061573 ,23670512444 ,879536362 ,13807099644 ,14686636006 ,2680750000 ,-762165059 ,8983876438 
145,117188,제 63 기,20180326,1933353526637 ,5910929611489 ,7844283138126 ,3111121679591 ,1259450224041 ,4370571903632 ,175587275000 ,2937089257164 ,3473711234494 
146,199252,제 33 기,20180330,16558300074 ,91568637349 ,108126937423 ,37164060457 ,4869412503 ,42033472960 ,18195205500 ,-32492073887 ,66093464463 
147,140964,제 44 기,20180402,15155928783 ,438959643240 ,454115572023 ,2008299580 ,13807809337 ,15816108917 ,6817796000 ,,438299463106 
148,173032,제 70 기,20180402,121971746253 ,741418061563 ,863389807816 ,239155451486 ,140605753942 ,379761205428 ,7678378000 ,682392228161 ,483628602388 
149,454399,제 18 기,20180330,27768616128 ,51275709070 ,79044325198 ,7277083447 ,116000000 ,7393083447 ,4507500000 ,41354668224 ,71651241751 
150,140177,제 47 기,20180330,693022869902 ,3189448489185 ,3882471359087 ,1455125112701 ,376705348120 ,1831830460821 ,77000000000 ,1821596743304 ,2050640898266 
151,573579,제 12 기,20180402,65914111596 ,113842253988 ,179756365584 ,83004669416 ,26854787513 ,109859456929 ,18701922000 ,-3317851961 ,69896908655 
